sexo;edadbu;causa;cuenta
1;18;K81;3
1;18;K82;1
1;18;K83;7
1;18;K85;2
1;18;K86;3
1;18;K92;49
1;18;L03;3
1;18;L08;5
1;18;L10;1
1;18;L89;36
1;18;L98;1
1;18;M16;1
1;18;M25;2
1;18;M45;1
1;18;M72;1
1;18;M84;2
1;18;M86;3
1;18;N13;1
1;18;N15;1
1;18;N17;44
1;18;N18;67
1;18;N19;20
1;18;N20;1
1;18;N28;1
1;18;N39;125
1;18;N40;2
1;18;N42;1
1;18;N49;1
1;18;N50;1
1;18;R10;1
1;18;R19;2
1;18;R31;1
1;18;R34;2
1;18;R41;1
1;18;R50;1
1;18;R54;1
1;18;R57;15
1;18;R58;4
1;18;R64;1
1;18;R68;118
1;18;R99;98
1;18;U07;1161
1;18;W78;1
1;18;W80;1
1;18;W84;2
1;18;X59;33
1;18;Y17;2
1;18;Y19;1
1;18;Y24;11
1;18;Y26;6
1;18;Y28;3
1;18;Y34;15
1;18;Y83;1
1;19;A41;1
1;19;I21;1
1;19;I42;5
1;19;I50;1
1;19;J98;1
1;19;Y24;1
2;1;G31;1
2;1;G80;1
2;1;G93;1
2;1;G96;1
2;1;K56;1
2;1;P00;2
2;1;P01;1
2;1;P07;3
2;1;P21;2
2;1;P22;1
2;1;P24;1
2;1;P25;1
2;1;P26;3
2;1;P29;6
2;1;P36;1
2;1;P52;4
2;1;P60;2
2;1;P77;3
2;1;P78;1
2;1;P91;2
2;1;Q04;1
2;1;Q20;1
2;1;Q24;7
2;1;Q28;1
2;1;Q33;1
2;1;Q44;1
2;1;Q89;2
2;1;Q90;1
2;1;Q96;1
2;1;R99;1
2;1;U07;1
2;2;C69;1
2;2;C92;1
2;2;E88;1
2;2;G93;1
2;2;Q21;1
2;2;Q24;1
2;2;Q89;1
2;3;C71;1
2;3;C72;1
2;3;D43;1
2;3;G91;1
2;3;G93;1
2;3;J15;1
2;3;Q90;1
2;3;U07;2
2;3;Y26;1
2;3;Y28;1
2;3;Y83;1
2;4;C34;1
2;4;C41;1
2;4;C92;1
2;4;G93;1
2;4;I51;1
2;4;J98;1
2;4;Q24;1
2;4;Q25;1
2;5;A16;1
2;5;A41;1
2;5;C91;1
2;5;C92;2
2;5;E87;1
2;5;G93;4
2;5;I42;1
2;5;I50;1
2;5;I71;1
2;5;J81;1
2;5;U07;1
2;6;A15;1
2;6;A18;1
2;6;C56;1
2;6;C71;1
2;6;D70;1
2;6;E87;1
2;6;G93;3
2;6;I27;1
2;6;I38;1
2;6;I42;2
2;6;I49;1
2;6;I50;1
2;6;I60;1
2;6;I67;1
2;6;J18;2
2;6;J81;1
2;6;L93;1
2;6;N18;2
2;6;O72;1
2;6;O99;1
2;6;R57;1
2;6;U07;4
2;6;X59;1
2;6;Y26;2
2;6;Y34;1
2;7;B24;2
2;7;C25;1
2;7;C26;1
2;7;C34;1
2;7;C50;2
2;7;C53;3
2;7;C81;2
2;7;E88;1
2;7;G03;1
2;7;G91;1
2;7;G93;1
2;7;I42;1
2;7;I61;1
2;7;K51;1
2;7;K55;1
2;7;M32;2
2;7;N18;2
2;7;O06;1
2;7;O67;1
2;7;O71;1
2;7;O98;2
2;7;U07;7
2;7;Y17;2
2;7;Y20;4
2;7;Y24;1
2;7;Y34;1
2;8;A17;1
2;8;B20;2
2;8;B24;1
2;8;C16;1
2;8;C18;1
2;8;C34;1
2;8;C50;5
2;8;C53;6
2;8;C55;1
2;8;C56;1
2;8;C71;1
2;8;C80;1
2;8;C81;1
2;8;C85;2
2;8;C92;1
2;8;D38;1
2;8;D43;1
2;8;G93;1
2;8;I42;1
2;8;I60;1
2;8;I61;1
2;8;I62;1
2;8;I63;1
2;8;I77;1
2;8;J18;3
2;8;J96;1
2;8;K65;1
2;8;K85;1
2;8;M60;1
2;8;N39;1
2;8;O15;1
2;8;R68;1
2;8;R99;2
2;8;U07;3
2;8;W79;1
2;8;X59;2
2;8;Y20;2
2;8;Y24;1
2;8;Y28;1
2;8;Y34;4
2;9;A41;1
2;9;B20;2
2;9;B23;2
2;9;C16;2
2;9;C18;5
2;9;C20;1
2;9;C24;1
2;9;C25;2
2;9;C34;5
2;9;C40;1
2;9;C49;1
2;9;C50;14
2;9;C53;8
2;9;C54;1
2;9;C71;1
2;9;C80;2
2;9;D48;1
2;9;D69;1
2;9;G93;3
2;9;I21;1
2;9;I27;1
2;9;I42;8
2;9;I47;1
2;9;I60;2
2;9;I61;1
2;9;J18;3
2;9;J45;1
2;9;J46;1
2;9;J81;2
2;9;K55;1
2;9;K56;1
2;9;N18;2
2;9;N39;1
2;9;O03;1
2;9;O98;1
2;9;O99;1
2;9;Q02;1
2;9;R99;3
2;9;U07;9
2;9;X59;2
2;9;Y17;1
2;9;Y20;4
2;9;Y21;1
2;9;Y26;1
2;10;A41;5
2;10;B20;3
2;10;B24;1
2;10;B45;1
2;10;C16;1
2;10;C18;8
2;10;C20;2
2;10;C22;2
2;10;C23;1
2;10;C24;2
2;10;C25;3
2;10;C34;4
2;10;C48;1
2;10;C49;1
2;10;C50;17
2;10;C53;9
2;10;C54;1
2;10;C55;2
2;10;C56;5
2;10;C57;1
2;10;C58;1
2;10;C67;1
2;10;C74;1
2;10;C79;1
2;10;C80;2
2;10;C82;1
2;10;C84;1
2;10;C85;1
2;10;C92;1
2;10;D05;1
2;10;D39;1
2;10;G12;1
2;10;I21;4
2;10;I26;1
2;10;I33;1
2;10;I42;8
2;10;I47;1
2;10;I50;4
2;10;I60;1
2;10;J15;3
2;10;J17;1
2;10;J18;6
2;10;J98;1
2;10;K56;1
2;10;M32;1
2;10;N18;2
2;10;R57;1
2;10;R68;1
2;10;R99;2
2;10;U07;25
2;10;Y20;1
2;10;Y28;1
2;10;Y34;1
2;11;A19;1
2;11;A41;2
2;11;B23;4
2;11;C10;1
2;11;C15;2
2;11;C16;1
2;11;C18;7
2;11;C20;5
2;11;C21;1
2;11;C22;1
2;11;C23;1
2;11;C24;3
2;11;C25;1
2;11;C34;5
2;11;C41;1
2;11;C43;2
2;11;C50;23
2;11;C51;1
2;11;C53;9
2;11;C54;1
2;11;C55;3
2;11;C56;6
2;11;C64;3
2;11;C69;1
2;11;C71;3
2;11;C80;3
2;11;C83;1
2;11;C90;1
2;11;C92;1
2;11;D37;1
2;11;D39;1
2;11;D43;1
2;11;E14;1
2;11;E66;1
2;11;E85;1
2;11;E87;1
2;11;G04;1
2;11;G06;1
2;11;G10;1
2;11;G93;4
2;11;I11;1
2;11;I21;8
2;11;I27;1
2;11;I35;1
2;11;I42;10
2;11;I47;1
2;11;I49;1
2;11;I50;1
2;11;I60;5
2;11;I61;1
2;11;I62;1
2;11;I64;1
2;11;I67;2
2;11;I71;1
2;11;J15;3
2;11;J18;3
2;11;J69;1
2;11;J96;1
2;11;J98;2
2;11;K29;1
2;11;K72;1
2;11;L08;1
2;11;M06;1
2;11;N18;1
2;11;N28;1
2;11;R68;2
2;11;R99;4
2;11;U07;28
2;11;X59;2
2;11;Y20;1
2;11;Y26;1
2;11;Y28;2
2;11;Y34;1
2;12;A18;1
2;12;A31;1
2;12;A41;11
2;12;A49;1
2;12;B05;1
2;12;B16;1
2;12;B20;1
2;12;B21;1
2;12;B23;4
2;12;C02;1
2;12;C15;1
2;12;C16;5
2;12;C17;1
2;12;C18;6
2;12;C20;2
2;12;C21;1
2;12;C22;2
2;12;C25;4
2;12;C34;8
2;12;C37;1
2;12;C44;1
2;12;C50;26
2;12;C51;1
2;12;C53;9
2;12;C54;1
2;12;C55;2
2;12;C56;8
2;12;C57;1
2;12;C64;1
2;12;C71;2
2;12;C80;7
2;12;C83;1
2;12;C84;1
2;12;C91;1
2;12;C92;5
2;12;C96;1
2;12;D39;1
2;12;D43;2
2;12;D61;1
2;12;D68;1
2;12;E11;1
2;12;E14;3
2;12;E66;1
2;12;G12;2
2;12;G93;3
2;12;I21;9
2;12;I42;18
2;12;I47;3
2;12;I49;1
2;12;I50;8
2;12;I60;3
2;12;I61;7
2;12;I63;1
2;12;I71;2
2;12;I95;1
2;12;J15;1
2;12;J18;11
2;12;J22;1
2;12;J43;1
2;12;J93;1
2;12;J98;1
2;12;K46;1
2;12;K63;2
2;12;K65;1
2;12;K72;2
2;12;K92;1
2;12;L89;1
2;12;M32;1
2;12;M86;1
2;12;N18;4
2;12;N19;1
2;12;N39;3
2;12;Q23;1
2;12;R68;3
2;12;R99;4
2;12;U07;48
2;12;W79;1
2;12;W80;1
2;12;X59;2
2;12;Y28;1
2;12;Y34;2
2;13;A41;15
2;13;A49;2
2;13;B18;1
2;13;C15;1
2;13;C16;6
2;13;C18;10
2;13;C20;4
2;13;C22;1
2;13;C23;1
2;13;C25;16
2;13;C33;1
2;13;C34;24
2;13;C38;1
2;13;C41;1
2;13;C43;1
2;13;C44;1
2;13;C48;2
2;13;C50;47
2;13;C51;1
2;13;C53;6
2;13;C54;4
2;13;C55;6
2;13;C56;10
2;13;C57;1
2;13;C64;5
2;13;C67;1
2;13;C70;1
2;13;C71;3
2;13;C72;1
2;13;C75;1
2;13;C80;4
2;13;C81;1
2;13;C82;1
2;13;C83;1
2;13;C84;1
2;13;C85;3
2;13;C90;2
2;13;C92;2
2;13;C96;1
2;13;D15;1
2;13;D25;1
2;13;D37;2
2;13;D43;3
2;13;D46;1
2;13;D48;2
2;13;D59;1
2;13;D70;1
2;13;E10;1
2;13;E14;1
2;13;G12;1
2;13;G31;1
2;13;G37;1
2;13;G93;1
2;13;I21;17
2;13;I25;1
2;13;I26;3
2;13;I33;1
2;13;I34;1
2;13;I35;1
2;13;I42;25
2;13;I47;2
2;13;I49;3
2;13;I50;13
2;13;I60;5
2;13;I61;5
2;13;I62;1
2;13;I71;2
2;13;I77;3
2;13;J15;2
2;13;J18;13
2;13;J43;1
2;13;J44;3
2;13;J69;2
2;13;J80;1
2;13;J81;1
2;13;J84;2
2;13;J96;2
2;13;J98;5
2;13;K25;2
2;13;K42;1
2;13;K56;1
2;13;K65;5
2;13;K70;1
2;13;K72;2
2;13;K74;2
2;13;K76;1
2;13;K81;1
2;13;K83;1
2;13;K92;1
2;13;L89;2
2;13;M35;1
2;13;N17;1
2;13;N18;5
2;13;N39;1
2;13;R04;1
2;13;R06;1
2;13;R10;1
2;13;R57;1
2;13;R58;2
2;13;R68;3
2;13;R99;6
2;13;U07;54
2;13;X59;6
2;13;Y28;1
2;14;A40;1
2;14;A41;17
2;14;A49;2
2;14;B89;1
2;14;C04;1
2;14;C05;1
2;14;C10;1
2;14;C11;1
2;14;C15;3
2;14;C16;4
2;14;C18;19
2;14;C20;2
2;14;C22;6
2;14;C23;4
2;14;C24;2
2;14;C25;17
2;14;C26;1
2;14;C32;1
2;14;C34;46
2;14;C43;6
2;14;C50;46
2;14;C51;1
2;14;C52;1
2;14;C53;8
2;14;C54;4
2;14;C55;10
2;14;C56;18
2;14;C64;9
2;14;C71;6
2;14;C73;2
2;14;C75;1
2;14;C76;3
2;14;C80;12
2;14;C82;2
2;14;C83;1
2;14;C85;4
2;14;C90;3
2;14;C92;1
2;14;C93;1
2;14;C96;1
2;14;D00;1
2;14;D02;1
2;14;D37;1
2;14;D38;2
2;14;D39;1
2;14;D43;4
2;14;D48;6
2;14;D64;1
2;14;E10;1
2;14;E11;2
2;14;E14;5
2;14;E16;1
2;14;E66;1
2;14;F20;1
2;14;G04;1
2;14;G12;2
2;14;G30;1
2;14;G31;3
2;14;G40;1
2;14;G93;1
2;14;I10;1
2;14;I11;1
2;14;I21;28
2;14;I25;1
2;14;I26;5
2;14;I33;1
2;14;I35;3
2;14;I38;1
2;14;I42;61
2;14;I47;5
2;14;I49;6
2;14;I50;24
2;14;I60;11
2;14;I61;7
2;14;I63;3
2;14;I64;3
2;14;I67;3
2;14;I71;3
2;14;I74;1
2;14;I77;1
2;14;J12;1
2;14;J15;4
2;14;J18;34
2;14;J43;4
2;14;J44;3
2;14;J45;1
2;14;J69;2
2;14;J84;1
2;14;J96;5
2;14;J98;3
2;14;K26;1
2;14;K46;1
2;14;K56;4
2;14;K65;5
2;14;K72;1
2;14;K74;3
2;14;K75;1
2;14;K85;1
2;14;K86;1
2;14;K92;5
2;14;L89;1
2;14;N17;1
2;14;N18;4
2;14;N39;6
2;14;N80;1
2;14;Q07;1
2;14;R57;5
2;14;R68;10
2;14;R99;7
2;14;U07;81
2;14;W79;1
2;14;W84;1
2;14;X59;1
2;14;Y20;2
2;14;Y24;1
2;14;Y34;1
2;14;Y83;2
2;15;A04;1
2;15;A09;1
2;15;A16;1
2;15;A41;44
2;15;B20;1
2;15;B37;1
2;15;C02;2
2;15;C06;1
2;15;C15;5
2;15;C16;6
2;15;C17;1
2;15;C18;26
2;15;C20;4
2;15;C21;1
2;15;C22;6
2;15;C23;3
2;15;C24;1
2;15;C25;27
2;15;C26;2
2;15;C34;60
2;15;C38;1
2;15;C41;1
2;15;C43;3
2;15;C45;1
2;15;C50;67
2;15;C53;4
2;15;C54;9
2;15;C55;7
2;15;C56;19
2;15;C57;3
2;15;C64;4
2;15;C67;2
2;15;C68;1
2;15;C70;2
2;15;C71;3
2;15;C73;1
2;15;C74;1
2;15;C76;3
2;15;C79;1
2;15;C80;21
2;15;C83;2
2;15;C85;4
2;15;C88;1
2;15;C90;5
2;15;C91;2
2;15;C92;3
2;15;C95;1
2;15;D06;1
2;15;D32;3
2;15;D33;1
2;15;D37;1
2;15;D38;2
2;15;D39;1
2;15;D41;1
2;15;D43;1
2;15;D46;1
2;15;D48;2
2;15;D64;1
2;15;E10;1
2;15;E11;2
2;15;E14;3
2;15;E46;1
2;15;E87;3
2;15;F01;2
2;15;F03;1
2;15;G03;1
2;15;G12;1
2;15;G20;2
2;15;G70;1
2;15;G93;2
2;15;I05;3
2;15;I10;1
2;15;I11;2
2;15;I21;74
2;15;I24;1
2;15;I25;2
2;15;I26;8
2;15;I27;2
2;15;I31;2
2;15;I33;2
2;15;I34;1
2;15;I42;58
2;15;I47;12
2;15;I48;1
2;15;I49;9
2;15;I50;39
2;15;I60;10
2;15;I61;9
2;15;I62;1
2;15;I63;4
2;15;I64;1
2;15;I67;8
2;15;I69;1
2;15;I71;8
2;15;I72;1
2;15;I77;1
2;15;I80;1
2;15;I82;1
2;15;J15;4
2;15;J16;1
2;15;J17;1
2;15;J18;44
2;15;J44;13
2;15;J69;9
2;15;J84;4
2;15;J90;1
2;15;J98;2
2;15;K42;2
2;15;K55;2
2;15;K56;1
2;15;K65;18
2;15;K70;2
2;15;K76;1
2;15;K81;1
2;15;K83;1
2;15;K85;1
2;15;K92;2
2;15;L03;1
2;15;L08;1
2;15;L89;5
2;15;M05;1
2;15;N17;6
2;15;N18;11
2;15;N19;1
2;15;N39;8
2;15;R57;3
2;15;R58;1
2;15;R68;24
2;15;R99;15
2;15;U07;124
2;15;X59;8
2;15;Y26;2
2;15;Y34;1
2;16;A09;1
2;16;A16;1
2;16;A41;59
2;16;A46;1
2;16;A49;1
2;16;B37;1
2;16;C01;1
2;16;C02;1
2;16;C05;1
2;16;C06;2
2;16;C07;1
2;16;C11;1
2;16;C13;1
2;16;C15;7
2;16;C16;5
2;16;C17;1
2;16;C18;29
2;16;C20;6
2;16;C21;2
2;16;C22;5
2;16;C23;3
2;16;C24;4
2;16;C25;34
2;16;C26;5
2;16;C32;1
2;16;C34;69
2;16;C38;1
2;16;C40;1
2;16;C41;1
2;16;C43;1
2;16;C44;1
2;16;C49;2
2;16;C50;57
2;16;C51;1
2;16;C53;4
2;16;C54;7
2;16;C55;9
2;16;C56;22
2;16;C64;7
2;16;C67;2
2;16;C69;1
2;16;C70;1
2;16;C71;10
2;16;C72;2
2;16;C75;1
2;16;C76;1
2;16;C80;26
2;16;C81;1
2;16;C83;3
2;16;C85;3
2;16;C86;1
2;16;C88;1
2;16;C90;8
2;16;C92;6
2;16;C95;1
2;16;D06;1
2;16;D37;3
2;16;D38;3
2;16;D39;1
2;16;D41;1
2;16;D43;5
2;16;D48;4
2;16;D64;3
2;16;D73;1
2;16;E10;1
2;16;E11;1
2;16;E14;11
2;16;E27;1
2;16;E40;1
2;16;E43;1
2;16;E66;1
2;16;E87;2
2;16;E88;1
2;16;F03;1
2;16;G12;6
2;16;G30;2
2;16;G31;1
2;16;G35;2
2;16;G62;1
2;16;G64;1
2;16;G80;1
2;16;G91;1
2;16;G93;2
2;16;G98;1
2;16;I10;2
2;16;I11;4
2;16;I20;1
2;16;I21;120
2;16;I25;4
2;16;I26;10
2;16;I31;4
2;16;I33;1
2;16;I34;1
2;16;I35;1
2;16;I42;94
2;16;I44;1
2;16;I47;14
2;16;I49;7
2;16;I50;93
2;16;I51;2
2;16;I60;11
2;16;I61;22
2;16;I62;7
2;16;I63;8
2;16;I64;4
2;16;I67;10
2;16;I69;2
2;16;I71;2
2;16;I73;1
2;16;I74;1
2;16;I77;2
2;16;I82;1
2;16;J06;1
2;16;J12;4
2;16;J15;9
2;16;J16;1
2;16;J18;108
2;16;J43;1
2;16;J44;8
2;16;J45;1
2;16;J47;1
2;16;J68;1
2;16;J69;9
2;16;J80;1
2;16;J81;1
2;16;J82;1
2;16;J90;1
2;16;J96;5
2;16;J98;8
2;16;K31;1
2;16;K51;1
2;16;K55;3
2;16;K56;3
2;16;K63;1
2;16;K65;15
2;16;K72;2
2;16;K74;2
2;16;K76;1
2;16;K83;1
2;16;K85;2
2;16;K92;7
2;16;L08;1
2;16;L89;8
2;16;M00;1
2;16;M32;1
2;16;M84;1
2;16;M86;1
2;16;N17;8
2;16;N18;13
2;16;N19;5
2;16;N39;18
2;16;N76;1
2;16;R04;1
2;16;R10;1
2;16;R19;1
2;16;R40;1
2;16;R41;1
2;16;R57;5
2;16;R58;1
2;16;R68;27
2;16;R99;11
2;16;U07;241
2;16;W80;4
2;16;W84;1
2;16;X59;6
2;16;Y26;1
2;16;Y34;2
2;16;Y83;1
2;17;A09;2
2;17;A16;1
2;17;A41;83
2;17;A49;1
2;17;B45;1
2;17;B57;1
2;17;C06;1
2;17;C14;1
2;17;C15;6
2;17;C16;5
2;17;C18;31
2;17;C20;5
2;17;C21;1
2;17;C22;7
2;17;C23;2
2;17;C24;12
2;17;C25;37
2;17;C26;3
2;17;C32;2
2;17;C34;57
2;17;C38;3
2;17;C43;5
2;17;C44;2
2;17;C45;3
2;17;C49;2
2;17;C50;56
2;17;C51;1
2;17;C52;1
2;17;C53;4
2;17;C54;4
2;17;C55;6
2;17;C56;21
2;17;C64;5
2;17;C67;5
2;17;C71;9
2;17;C76;1
2;17;C80;13
2;17;C81;1
2;17;C82;1
2;17;C83;1
2;17;C84;1
2;17;C85;12
2;17;C90;6
2;17;C91;2
2;17;C92;5
2;17;C94;1
2;17;C95;1
2;17;C96;2
2;17;D32;1
2;17;D37;6
2;17;D38;5
2;17;D39;2
2;17;D43;3
2;17;D46;3
2;17;D47;1
2;17;D48;3
2;17;D69;1
2;17;D70;1
2;17;D72;1
2;17;E10;2
2;17;E11;3
2;17;E14;13
2;17;E46;1
2;17;E85;2
2;17;E86;1
2;17;E87;1
2;17;F01;2
2;17;F03;2
2;17;G04;3
2;17;G09;1
2;17;G20;3
2;17;G23;1
2;17;G30;8
2;17;G31;1
2;17;G35;1
2;17;G37;2
2;17;G70;2
2;17;G80;1
2;17;G93;6
2;17;I09;1
2;17;I10;2
2;17;I11;26
2;17;I21;173
2;17;I24;2
2;17;I25;12
2;17;I26;15
2;17;I31;1
2;17;I33;1
2;17;I35;2
2;17;I38;1
2;17;I42;109
2;17;I44;2
2;17;I47;34
2;17;I48;3
2;17;I49;17
2;17;I50;154
2;17;I51;6
2;17;I60;14
2;17;I61;9
2;17;I62;5
2;17;I63;9
2;17;I64;9
2;17;I67;16
2;17;I69;1
2;17;I71;7
2;17;I72;1
2;17;I73;2
2;17;I74;1
2;17;I77;2
2;17;I80;2
2;17;I95;1
2;17;J12;1
2;17;J15;8
2;17;J18;162
2;17;J22;1
2;17;J42;1
2;17;J43;3
2;17;J44;19
2;17;J47;1
2;17;J69;25
2;17;J80;1
2;17;J81;2
2;17;J84;8
2;17;J85;1
2;17;J90;4
2;17;J93;1
2;17;J96;7
2;17;J98;11
2;17;K22;1
2;17;K25;3
2;17;K26;1
2;17;K46;1
2;17;K55;10
2;17;K56;6
2;17;K65;16
2;17;K72;1
2;17;K74;3
2;17;K76;3
2;17;K80;1
2;17;K81;1
2;17;K83;1
2;17;K85;2
2;17;K92;7
2;17;L03;1
2;17;L08;2
2;17;L89;15
2;17;L95;1
2;17;M34;1
2;17;M72;1
2;17;M84;1
2;17;N12;1
2;17;N15;1
2;17;N17;8
2;17;N18;6
2;17;N19;5
2;17;N39;34
2;17;N76;1
2;17;R00;1
2;17;R04;1
2;17;R10;1
2;17;R57;8
2;17;R58;1
2;17;R68;45
2;17;R99;16
2;17;U07;324
2;17;W79;1
2;17;W80;2
2;17;W84;1
2;17;X49;1
2;17;X59;10
2;17;Y14;1
2;17;Y26;3
2;17;Y83;2
2;18;A04;7
2;18;A09;5
2;18;A16;3
2;18;A40;1
2;18;A41;450
2;18;A49;17
2;18;A86;1
2;18;B16;1
2;18;B18;1
2;18;B34;1
2;18;B99;5
2;18;C02;2
2;18;C04;1
2;18;C05;1
2;18;C06;1
2;18;C07;1
2;18;C11;1
2;18;C14;2
2;18;C15;17
2;18;C16;15
2;18;C17;2
2;18;C18;97
2;18;C19;1
2;18;C20;14
2;18;C21;1
2;18;C22;13
2;18;C23;3
2;18;C24;16
2;18;C25;90
2;18;C26;5
2;18;C32;4
2;18;C34;89
2;18;C38;1
2;18;C39;1
2;18;C41;3
2;18;C43;7
2;18;C44;8
2;18;C45;4
2;18;C48;3
2;18;C50;123
2;18;C51;6
2;18;C52;2
2;18;C53;7
2;18;C54;13
2;18;C55;13
2;18;C56;18
2;18;C64;8
2;18;C66;1
2;18;C67;18
2;18;C71;14
2;18;C72;2
2;18;C76;3
2;18;C80;48
2;18;C81;1
2;18;C82;2
2;18;C83;1
2;18;C84;1
2;18;C85;9
2;18;C90;14
2;18;C91;3
2;18;C92;11
2;18;C95;4
2;18;D05;3
2;18;D37;11
2;18;D38;3
2;18;D39;3
2;18;D41;4
2;18;D43;9
2;18;D44;1
2;18;D45;1
2;18;D46;13
2;18;D47;4
2;18;D48;11
2;18;D50;1
2;18;D53;1
2;18;D56;1
2;18;D59;1
2;18;D61;2
2;18;D62;1
2;18;D64;14
2;18;D68;4
2;18;D69;1
2;18;D70;1
2;18;D73;1
2;18;D75;3
2;18;E03;1
2;18;E05;1
2;18;E10;4
2;18;E11;12
2;18;E14;37
2;18;E15;1
2;18;E43;1
2;18;E46;6
2;18;E66;1
2;18;E83;1
2;18;E84;2
2;18;E85;1
2;18;E86;15
2;18;E87;14
2;18;F01;23
2;18;F03;62
2;18;F05;1
2;18;G00;3
2;18;G04;2
2;18;G08;1
2;18;G10;1
2;18;G12;3
2;18;G20;43
2;18;G30;62
2;18;G31;11
2;18;G40;3
2;18;G41;5
2;18;G61;1
2;18;G62;23
2;18;G70;2
2;18;G90;1
2;18;G93;5
2;18;G96;1
2;18;G98;2
2;18;I01;1
2;18;I05;3
2;18;I08;1
2;18;I10;24
2;18;I11;196
2;18;I12;2
2;18;I13;6
2;18;I20;1
2;18;I21;1299
2;18;I22;1
2;18;I24;10
2;18;I25;45
2;18;I26;89
2;18;I27;8
2;18;I28;1
2;18;I31;6
2;18;I33;5
2;18;I34;4
2;18;I35;47
2;18;I36;1
2;18;I38;5
2;18;I42;626
2;18;I44;13
2;18;I45;2
2;18;I47;159
2;18;I48;39
2;18;I49;62
2;18;I50;1543
2;18;I51;47
2;18;I60;30
2;18;I61;55
2;18;I62;29
2;18;I63;64
2;18;I64;73
2;18;I67;115
2;18;I69;13
2;18;I70;5
2;18;I71;36
2;18;I72;1
2;18;I73;14
2;18;I74;9
2;18;I77;17
2;18;I80;5
2;18;I82;8
2;18;I83;1
2;18;I85;1
2;18;I87;1
2;18;I95;5
2;18;I99;1
2;18;J12;18
2;18;J15;84
2;18;J18;1171
2;18;J20;3
2;18;J22;15
2;18;J38;1
2;18;J42;3
2;18;J43;9
2;18;J44;61
2;18;J45;4
2;18;J47;2
2;18;J69;190
2;18;J80;10
2;18;J81;13
2;18;J84;14
2;18;J86;3
2;18;J90;10
2;18;J93;4
2;18;J94;2
2;18;J96;108
2;18;J98;51
2;18;K22;1
2;18;K25;7
2;18;K26;3
2;18;K27;2
2;18;K29;2
2;18;K31;4
2;18;K40;2
2;18;K46;2
2;18;K55;24
2;18;K56;31
2;18;K57;5
2;18;K59;2
2;18;K63;15
2;18;K65;74
2;18;K66;1
2;18;K71;1
2;18;K72;7
2;18;K74;9
2;18;K75;1
2;18;K76;5
2;18;K80;1
2;18;K81;5
2;18;K82;1
2;18;K83;8
2;18;K85;4
2;18;K86;4
2;18;K92;72
2;18;L02;1
2;18;L03;2
2;18;L08;11
2;18;L12;1
2;18;L89;114
2;18;L97;1
2;18;L98;5
2;18;M00;1
2;18;M05;3
2;18;M06;4
2;18;M15;1
2;18;M25;3
2;18;M62;2
2;18;M72;1
2;18;M84;3
2;18;M86;6
2;18;N03;1
2;18;N12;1
2;18;N17;68
2;18;N18;63
2;18;N19;19
2;18;N28;1
2;18;N30;2
2;18;N32;1
2;18;N39;256
2;18;R00;2
2;18;R04;1
2;18;R10;4
2;18;R18;2
2;18;R19;1
2;18;R22;2
2;18;R26;1
2;18;R34;1
2;18;R41;7
2;18;R50;1
2;18;R53;1
2;18;R54;3
2;18;R55;2
2;18;R56;7
2;18;R57;33
2;18;R58;6
2;18;R64;1
2;18;R68;258
2;18;R96;1
2;18;R99;120
2;18;U07;1789
2;18;U70;1
2;18;W44;2
2;18;W78;1
2;18;W80;3
2;18;W84;1
2;18;X59;56
2;18;Y17;1
2;18;Y20;1
2;18;Y26;3
2;18;Y34;14
2;18;Y60;1
2;18;Y83;10
2;18;Y84;3
2;19;C50;1
2;19;G93;1
2;19;I42;3
2;19;I47;1
2;19;R99;1
